id,features
927,"[0.5973169207572937, 0.11221005022525787, -0.22612230479717255, 0.44923022389411926, 0.30344417691230774, 0.10677805542945862, 0.006829199381172657, -0.2194768637418747, 0.457839697599411, -0.13496986031532288, -0.9637460708618164, 0.6823106408119202, 0.48354023694992065, 0.3544536828994751, -0.4012147784233093, 0.13676324486732483, 0.011528014205396175, -0.36721181869506836, -0.014774325303733349, 0.16040034592151642, 0.18061061203479767, -0.4007677137851715, -0.21903444826602936, -0.10943552851676941, -0.3399788439273834, 0.4369787871837616, 0.41039982438087463, 0.05400586128234863, 0.34041866660118103, 0.20890076458454132, 0.1805969923734665, -0.15938588976860046, -0.2024068385362625, 0.21820968389511108, -0.02625795267522335, -0.04804787039756775, 0.33639612793922424, -0.27896422147750854, -0.18868279457092285, 0.09897683560848236, -0.37859803438186646, -0.36018648743629456, -0.289419949054718, 0.12516839802265167, -0.08045803010463715, -0.15925480425357819, -0.24118643999099731, 0.3014126718044281, -0.045168813318014145, 0.09521660953760147, -0.016379481181502342, -0.18040388822555542, -0.5920047760009766, 0.273223876953125, -0.08169567584991455, -0.23576222360134125, 0.08989772200584412, 0.6558255553245544, -0.17636606097221375, 0.03447428718209267, 0.2179877907037735, 0.35336723923683167, 0.36610734462738037, 0.004500131122767925, 0.17506074905395508, -0.5394092202186584, 0.20648041367530823, 0.08702811598777771, -0.3203139901161194, 0.060652729123830795, -0.2882381081581116, -0.24794715642929077, 0.28080809116363525, 0.037408556789159775, -0.3938799202442169, -0.38960057497024536, -0.017019808292388916, -0.04016740247607231, -0.4843626618385315, -0.2505612075328827, 0.059908006340265274, -0.5788965225219727, 0.31602931022644043, -0.39963430166244507, -0.5314459800720215, 0.2436356097459793, -0.2007005363702774, -0.22189101576805115, -0.3222752511501312, 0.18446138501167297, -0.09919377416372299, 0.30109554529190063, 0.18859055638313293, 0.07030761241912842, -0.02912529557943344, 0.3241147994995117, 0.2944856286048889, -0.5354077816009521, -0.23474709689617157, 0.1157635822892189]"
937,"[0.3245103657245636, 0.2892385423183441, 0.14810021221637726, 0.4134635329246521, 0.5039644837379456, 0.3820890784263611, -0.09389639645814896, 0.21926407516002655, 0.2117484211921692, 0.15639571845531464, -0.524452269077301, 0.5970739126205444, 0.39580678939819336, 0.15204958617687225, -0.16263344883918762, 0.07304076105356216, -0.01251158956438303, -0.57709801197052, -0.21057434380054474, 0.256025105714798, 0.3009189963340759, -0.18463322520256042, -0.3775990903377533, -0.04065954312682152, 0.03607059642672539, 0.36727216839790344, 0.37180468440055847, 0.1775658130645752, 0.2584680914878845, 0.1715785562992096, -0.16785024106502533, -0.10353804379701614, -0.14711880683898926, 0.30705025792121887, -0.26464053988456726, -0.06001263111829758, 0.23472526669502258, -0.11963220685720444, -0.06461994349956512, 0.33325672149658203, -0.3524497449398041, -0.44749554991722107, -0.18036673963069916, -0.14307093620300293, 0.00560254231095314, -0.259368896484375, -0.48985224962234497, 0.6138916015625, 0.16498926281929016, 0.08345583081245422, 0.052053164690732956, -0.47172078490257263, -0.2337418645620346, -0.2546924650669098, -0.2651306092739105, -0.14221307635307312, 0.044076256453990936, 0.42272427678108215, -0.21398873627185822, 0.4052620828151703, 0.10528533160686493, 0.13705220818519592, -0.07591580599546432, -0.009659678675234318, 0.19808383285999298, -0.43591567873954773, 0.15962666273117065, 0.0324493944644928, -0.07144876569509506, -0.04900128021836281, -0.4733497202396393, 0.37299495935440063, 0.08363842964172363, 0.047136906534433365, -0.05581648647785187, -0.19232593476772308, -0.06438697874546051, -0.16672304272651672, -0.21005846560001373, -0.23881489038467407, -0.0890636220574379, -0.44162482023239136, 0.4430353045463562, -0.10972980409860611, -0.10468444228172302, 0.2332785725593567, 0.03377993777394295, -0.28963375091552734, -0.1174614205956459, -0.17835070192813873, -0.18976478278636932, -0.12783288955688477, 0.1309911012649536, 0.3777545094490051, -0.6377537250518799, 0.2630336582660675, 0.39148592948913574, -0.5390095114707947, 0.3044763505458832, 0.14798103272914886]"
947,"[0.26470303535461426, 0.10653983056545258, -0.09124812483787537, 0.3331708014011383, 0.5495785474777222, -0.1371840387582779, 0.16715294122695923, 0.06265581399202347, 0.41463249921798706, -0.13174819946289062, -1.0176620483398438, 0.540969967842102, 0.36334505677223206, 0.1658669412136078, -0.2247844636440277, -0.1479795277118683, -0.22900190949440002, -0.7277175784111023, -0.07464344054460526, 0.24807938933372498, -0.04798688367009163, -0.7117072939872742, 0.10776888579130173, -0.3122938275337219, -0.12393556535243988, 0.13196012377738953, 0.21474400162696838, 0.21438142657279968, -0.029827231541275978, -0.05081167444586754, -0.14840252697467804, -0.18979842960834503, 0.10004030168056488, -0.14234860241413116, -0.11922557651996613, -0.20940013229846954, 0.2777898609638214, -0.4049164354801178, -0.255822092294693, 0.02333364635705948, -0.04554451256990433, -0.3211425542831421, 0.12581926584243774, 0.33862513303756714, 0.043716076761484146, -0.35693517327308655, -0.36056119203567505, 0.06400566548109055, -0.4844645857810974, 0.022808639332652092, 0.03749053552746773, 0.04024553298950195, -0.1280989944934845, 0.07163193076848984, -0.41257280111312866, -0.30185335874557495, 0.03803069889545441, 0.2918718159198761, -0.4061947166919708, 0.12675398588180542, -0.0037481484469026327, 0.09733876585960388, 0.1575639694929123, -0.043649762868881226, 0.3709695339202881, -0.39982888102531433, -0.14697450399398804, 0.17647700011730194, -0.5227880477905273, 0.031094707548618317, -0.32850587368011475, 0.1723417341709137, 0.5437212586402893, -0.0030192509293556213, -0.09424910694360733, -0.09865953028202057, -0.03187369182705879, 0.09449725598096848, -0.11981675773859024, 0.21813027560710907, -0.028607279062271118, -0.7121756672859192, 0.4415093660354614, 0.016088340431451797, -0.16925449669361115, -0.146213561296463, 0.19965742528438568, -0.21882256865501404, -0.13713672757148743, 0.20153295993804932, 0.12281662970781326, 0.25618839263916016, -0.19435058534145355, 0.10026188939809799, -0.38807034492492676, 0.2180503010749817, 0.3149276077747345, -0.6609781384468079, -0.20402345061302185, 0.020968835800886154]"
957,"[0.32658547163009644, 0.0851072445511818, -0.24365702271461487, 0.38279828429222107, 0.4628739655017853, 0.37111419439315796, 0.14924314618110657, 0.10100629180669785, 0.2776067852973938, -0.1358942836523056, -0.2918205261230469, 0.6124897003173828, 0.11364880204200745, 0.21403822302818298, -0.45870551466941833, 0.20193885266780853, -0.1991596817970276, -0.6946049928665161, 0.17820850014686584, 0.067927286028862, -0.04539322480559349, -0.3970126211643219, 0.02405858039855957, -0.14891734719276428, 0.10520916432142258, 0.01556152943521738, -0.1122601330280304, 0.2207731306552887, 0.07361947000026703, 0.007330780383199453, 0.07287053018808365, -0.2637687921524048, 0.05163437873125076, 0.09195766597986221, -0.06574912369251251, -0.046433694660663605, 0.06555107980966568, -0.08585039526224136, 0.020626278594136238, -0.18166108429431915, -0.16983936727046967, -0.19718676805496216, -0.07930702716112137, -0.365003764629364, 0.05949355661869049, -0.31740930676460266, -0.04322587698698044, 0.2846381962299347, 0.11362650245428085, 0.07960611581802368, 0.10847851634025574, -0.14993730187416077, 0.14420802891254425, 0.03200966864824295, -0.008827758021652699, 0.13300442695617676, 0.21886923909187317, 0.3152701258659363, -0.3212404251098633, 0.18989701569080353, 0.06628298759460449, -0.012177012860774994, 0.24327798187732697, 0.06466593593358994, 0.13360442221164703, -0.4560178220272064, -0.030707232654094696, 0.26442834734916687, -0.18625040352344513, 0.347825288772583, -0.4168455898761749, 0.20512175559997559, 0.027392202988266945, 0.11259093135595322, 0.07485295832157135, -0.04218282550573349, -0.11360472440719604, 0.12163065373897552, -0.15092289447784424, -0.16881462931632996, 0.04340677335858345, -0.4186505973339081, 0.30782318115234375, -0.28001731634140015, -0.10919090360403061, -0.021477319300174713, -0.028871871531009674, -0.04046734422445297, -0.27709001302719116, -0.15678735077381134, 0.1664935052394867, 0.060124751180410385, 0.15928231179714203, -0.24884970486164093, -0.260987788438797, 0.15361405909061432, 0.1601802408695221, -0.5791352391242981, 0.01849210262298584, -0.020155111327767372]"
967,"[0.30398863554000854, -0.0054209609515964985, -0.21820808947086334, 0.4203535318374634, 0.02118680439889431, 0.019127914682030678, 0.12140510231256485, 0.12505125999450684, 0.19970004260540009, -0.05394798144698143, -0.2358197569847107, 0.5214439034461975, 0.05643012747168541, 0.2747655212879181, -0.17693060636520386, 0.15724146366119385, -0.04076646640896797, -0.3231232464313507, -0.017401529476046562, 0.055627550929784775, -0.05278300121426582, -0.20926466584205627, -0.001661944086663425, 0.05530334636569023, -0.15418201684951782, 0.26613274216651917, -0.008981379680335522, -0.060413479804992676, 0.08487321436405182, -0.009140735492110252, 0.04106561467051506, -0.22150731086730957, -0.1829851269721985, 0.08486322313547134, -0.14061997830867767, -0.18234126269817352, -0.025044457986950874, -0.12929514050483704, -0.05516582354903221, -0.013621018268167973, -0.10962821543216705, -0.24843579530715942, -0.21409399807453156, -0.1414620280265808, 0.0452241450548172, -0.2082805335521698, -0.16987530887126923, 0.14056721329689026, -0.09097637236118317, -0.037729084491729736, -0.052575621753931046, -0.15472570061683655, 0.040536511689424515, 0.049059148877859116, -0.059037476778030396, 0.14944620430469513, 0.08321548253297806, 0.3784732222557068, 0.06916333734989166, 0.11699116230010986, -0.06864257901906967, 0.050614118576049805, 0.18759429454803467, -0.09614066034555435, 0.1572888046503067, -0.32586419582366943, 0.23425599932670593, 0.07288965582847595, -0.3116956353187561, -0.03210362046957016, -0.48047125339508057, 0.17605844140052795, 0.16238825023174286, -0.02538214437663555, 0.104537732899189, 0.025277044624090195, -0.1330212652683258, 0.10159055888652802, -0.13136166334152222, -0.04853503406047821, -0.04410470649600029, -0.09638654440641403, 0.09930824488401413, -0.06815966218709946, 0.18072368204593658, -0.10473792999982834, -0.1590380072593689, -0.010307002812623978, 0.031608518213033676, -0.13752976059913635, 0.20370028913021088, 0.17882564663887024, -0.06479993462562561, 0.0549832284450531, -0.2733566462993622, 0.009760299697518349, 0.08812511712312698, -0.438568115234375, 0.10923285782337189, 0.03911568969488144]"
987,"[0.35743027925491333, -0.2316107451915741, -0.18621769547462463, 0.4001312553882599, 0.4444604814052582, -0.14795976877212524, 0.10995980352163315, 0.017008546739816666, 0.0023534635547548532, -0.19570784270763397, -0.8067200779914856, 0.5377886891365051, 0.4631139039993286, 0.2956589460372925, -0.594930112361908, 0.0768168643116951, 0.03196675702929497, -0.8814356923103333, 0.0032564131543040276, 0.36875584721565247, 0.09879546612501144, -0.16748204827308655, -0.23423489928245544, -0.11390364915132523, -0.16833025217056274, 0.4194776117801666, -0.07491282373666763, 0.17426514625549316, -0.2139047235250473, -0.1464352309703827, -0.21531909704208374, 0.279330313205719, -0.0674436166882515, -0.13526612520217896, 0.055034127086400986, -0.16810499131679535, 0.12681271135807037, -0.2830606997013092, -0.09299159795045853, 0.062161702662706375, -0.2790685296058655, -0.22450944781303406, -0.2871135473251343, -0.19040216505527496, -0.3521331548690796, -0.806469738483429, -0.2638654410839081, 0.30821657180786133, -0.12548945844173431, 0.08294900506734848, 0.11903038620948792, -0.12768076360225677, -0.21423359215259552, -0.2877313792705536, -0.27907589077949524, -0.19973284006118774, 0.24713125824928284, 0.2708764672279358, -0.23606717586517334, 0.032749924808740616, 0.25878873467445374, 0.20566484332084656, 0.03913262113928795, -0.07063040137290955, -0.06832447648048401, -0.38365498185157776, 0.1149643287062645, 0.42070189118385315, -0.12581615149974823, 0.2911151647567749, -0.5482891201972961, 0.13645774126052856, 0.12114652246236801, 0.1338852047920227, -0.24396534264087677, -0.1565214842557907, 0.010640177875757217, 0.15908624231815338, -0.27961447834968567, -0.09369263797998428, -0.20138292014598846, -0.43185263872146606, 0.5550001859664917, 0.16676193475723267, -0.4587222933769226, 0.47459831833839417, -0.31084221601486206, -0.15566307306289673, -0.09082476794719696, 0.18126815557479858, -0.3109968900680542, 0.07618152350187302, -0.11156390607357025, -0.017674213275313377, -0.16395153105258942, 0.3244273364543915, 0.29190632700920105, -0.7397809624671936, 0.2195550799369812, -0.14856968820095062]"
997,"[0.4221787750720978, -0.16785071790218353, -0.08900332450866699, 0.37763112783432007, 0.2795722484588623, 0.25136950612068176, -0.25766482949256897, 0.16703401505947113, 0.28903070092201233, -0.07023868709802628, -0.25636056065559387, 0.4516544044017792, -0.0179999191313982, 0.17404872179031372, -0.21700343489646912, -0.11620444804430008, -0.05812545120716095, -0.6031466722488403, 0.04018665850162506, 0.0550139918923378, 0.028984004631638527, -0.31298765540122986, -0.12315437942743301, -0.372141569852829, 0.09187885373830795, 0.17785340547561646, 0.12979744374752045, -0.4159657061100006, -0.01952444016933441, -0.19537189602851868, 0.045336853712797165, -0.06106368079781532, -0.06179773062467575, 0.1251002550125122, -0.22419291734695435, -0.15706729888916016, 0.1361650824546814, -0.10602616518735886, -0.19251148402690887, -0.14240093529224396, -0.23159149289131165, -0.19056949019432068, -0.41330260038375854, -0.16400432586669922, 0.13940849900245667, -0.5671190619468689, -0.16427597403526306, 0.0455520860850811, -0.12895230948925018, 0.08693251013755798, -0.0084656598046422, -0.09140458703041077, -0.2869938910007477, -0.08101394772529602, -0.31000205874443054, 0.10092581808567047, 0.2544691860675812, 0.31642985343933105, -0.22567135095596313, 0.24200034141540527, -0.007119315210729837, 0.345369815826416, -0.24129654467105865, 0.22195522487163544, 0.4031619429588318, -0.14787164330482483, 0.09829458594322205, -0.006543387658894062, 0.018202362582087517, 0.364529013633728, -0.5501149892807007, 0.380617618560791, -0.06529649347066879, -0.15300989151000977, -0.2127324342727661, -0.13379374146461487, 0.03145204111933708, 0.19737420976161957, -0.18716095387935638, -0.01217808946967125, -0.1711873561143875, -0.12052541971206665, 0.411382257938385, -0.39295244216918945, 0.32611605525016785, 0.0635131448507309, -0.32194119691848755, 0.32007724046707153, -0.03859040141105652, 0.2763301134109497, 0.07136756181716919, 0.12072497606277466, -0.17584162950515747, 0.12108425050973892, -0.1264037936925888, 0.07475965470075607, 0.5482027530670166, -0.6493111252784729, 0.13402296602725983, -0.1827114075422287]"
8,"[0.23427817225456238, -0.013289510272443295, 0.1200106292963028, 0.26181477308273315, 0.3513116240501404, 0.17533254623413086, 0.2983438968658447, 0.09465958178043365, 0.10071852058172226, -0.034239761531353, -0.4542792737483978, 0.35799628496170044, 0.2637515962123871, 0.3184026777744293, -0.5608307123184204, -0.36343786120414734, -0.2413911670446396, -0.6678216457366943, -0.15148796141147614, -0.12837058305740356, 0.03575001657009125, -0.5593061447143555, -0.26179635524749756, -0.1405934989452362, -0.29467472434043884, 0.48618048429489136, -0.2854631245136261, -0.013281800784170628, 0.09770900756120682, -0.0717339888215065, 0.1293816715478897, -0.2351354956626892, 0.11050420999526978, 0.21817325055599213, 0.17383916676044464, -0.13482150435447693, 0.16988369822502136, 0.16510017216205597, 0.0932244136929512, 0.059369735419750214, -0.011200175620615482, -0.1380154937505722, -0.38351696729660034, -0.5674762725830078, -0.15273909270763397, -0.593664288520813, -0.5338587164878845, 0.30376386642456055, 0.13694390654563904, 0.045591000467538834, 0.29254022240638733, 0.04947931319475174, -0.11472094804048538, -0.2083405703306198, -0.2735174596309662, -0.30917397141456604, 0.4693819582462311, 0.44448143243789673, -0.10706029087305069, 0.08445145934820175, -0.005154859274625778, 0.25113341212272644, 0.1631222814321518, -0.058865953236818314, 0.33548349142074585, -0.11778202652931213, -0.11272192001342773, 0.5353104472160339, -0.5113204717636108, -0.030809378251433372, -0.1515694409608841, 0.4001907706260681, 0.05156046897172928, -0.05093194916844368, -0.3550209105014801, -0.15545770525932312, 0.019362861290574074, 0.05167824402451515, -0.18276995420455933, 0.1057218462228775, -0.13826030492782593, -0.3450206518173218, 0.20302608609199524, 0.20080985128879547, -0.1658650040626526, -0.05177687481045723, -0.031835686415433884, -0.33870694041252136, -0.2316446304321289, 0.01699499972164631, -0.18619662523269653, -0.16657614707946777, 0.0018692142330110073, -0.012063351459801197, 0.1476641297340393, 0.38062208890914917, -0.041609026491642, -0.6313702464103699, 0.12372206151485443, -0.1491059511899948]"
18,"[0.20794577896595, -0.22080349922180176, -0.28299447894096375, 0.38158735632896423, 0.5059959888458252, 0.3650137782096863, -0.036039214581251144, -0.048983655869960785, 0.24880293011665344, 0.16128315031528473, -0.6495229601860046, 0.6294224858283997, 0.4444946050643921, 0.3073716461658478, -0.557274580001831, 0.02983114868402481, -0.010233115404844284, -0.8595033884048462, 0.05711793527007103, -0.00832226313650608, -0.033810093998909, -0.29665762186050415, -0.09664615988731384, -0.21415460109710693, -0.21252526342868805, 0.4203985929489136, -0.194702610373497, 0.2838800251483917, 0.0495995469391346, -0.08660261332988739, 0.3523479700088501, 0.05913400650024414, 0.2729981541633606, 0.27137452363967896, -0.4950675070285797, 0.04219326749444008, 0.016109472140669823, -0.20221450924873352, -0.2300141602754593, 0.1532055139541626, -0.34123802185058594, -0.07799281924962997, -0.5263737440109253, -0.3225004971027374, -0.0050762188620865345, -0.26171401143074036, -0.26830363273620605, 0.4038698077201843, 0.054984044283628464, 0.09507044404745102, -0.19836096465587616, 0.13249944150447845, -0.19282852113246918, -0.22329822182655334, -0.04662025347352028, -0.18344497680664062, 0.04394431784749031, 0.37179282307624817, -0.2947778105735779, 0.24637579917907715, 0.011386126279830933, 0.25172677636146545, -0.05698240175843239, 0.118022121489048, 0.2683698534965515, -0.4184252619743347, -0.010571496561169624, 0.2528077960014343, -0.10160112380981445, 0.38520899415016174, -0.4288245737552643, 0.23533381521701813, 0.14423982799053192, -0.2506884038448334, -0.3555927574634552, -0.03666774928569794, -0.18675881624221802, 0.09747851639986038, -0.3998226523399353, -0.32791316509246826, 0.07294613867998123, -0.25305992364883423, 0.4227330982685089, 0.13050615787506104, 0.10144772380590439, 0.2329544574022293, -0.0647708997130394, -0.25684016942977905, -0.29090896248817444, -0.44076627492904663, 0.054412197321653366, 0.2928904891014099, 0.03899063915014267, 0.4207802712917328, -0.08447899669408798, 0.3696705102920532, 0.5461061596870422, -0.6468357443809509, 0.140758216381073, -0.3343927562236786]"
28,"[0.10508238524198532, 0.16317671537399292, 0.03463374078273773, 0.48021143674850464, 0.5670697093009949, 0.19106212258338928, -0.286632776260376, -0.14364199340343475, 0.20270608365535736, 0.07083933055400848, -0.8032849431037903, 0.7753174304962158, 0.22825098037719727, 0.3791418969631195, -0.06112853065133095, 0.04234642907977104, 0.10701075941324234, -0.42532315850257874, -0.26076051592826843, 0.22030749917030334, 0.009566370397806168, -0.3573996126651764, 0.27799564599990845, -0.23914609849452972, 0.48075735569000244, 0.2504189610481262, 0.1435854732990265, 0.30859124660491943, 0.2909547984600067, -0.12320377677679062, -0.0014216360868886113, 0.14382487535476685, -0.17554569244384766, 0.1591385453939438, -0.1967504769563675, 0.340127170085907, -0.13327285647392273, -0.26799505949020386, 0.03970974683761597, -0.3670838177204132, -0.4112929701805115, 0.02789943292737007, -0.2679469883441925, -0.12858803570270538, 0.1326940357685089, -0.3071814477443695, -0.25711581110954285, 0.3334534168243408, -0.06611932814121246, -0.4216906428337097, 0.34191879630088806, -0.17746853828430176, -0.015170917846262455, 0.21468086540699005, -0.1485828459262848, -0.21344485878944397, -0.45735952258110046, 0.5480667352676392, 0.20615896582603455, 0.5580058097839355, 0.09423424303531647, 0.29775720834732056, 0.26311275362968445, -0.06531009078025818, 0.21469970047473907, -0.5708048343658447, 0.26191067695617676, 0.014068009331822395, -0.1556909829378128, 0.10788175463676453, -0.3429628312587738, 0.08794301748275757, 0.2247999906539917, 0.0912843719124794, -0.27127593755722046, -0.2924220860004425, -0.08430471271276474, -0.0500992015004158, -0.17768971621990204, 0.08178775012493134, 0.2547523081302643, -0.49426981806755066, 0.584812343120575, 0.2439478039741516, -0.16842572391033173, 0.18788719177246094, -0.23957686126232147, -0.22104017436504364, -0.1897973269224167, 0.09264612942934036, 0.12486927956342697, -0.041880350559949875, 0.37340041995048523, -0.21206095814704895, -0.4146653115749359, 0.23458750545978546, 0.3256798982620239, -0.6050601005554199, -0.09283631294965744, 0.1316940188407898]"
38,"[0.005178750026971102, 0.11622769385576248, 0.08290398120880127, 0.25868502259254456, 0.8484004139900208, 0.08777891099452972, 0.1966923624277115, 0.36498454213142395, 0.3362865447998047, -0.2524697184562683, -0.5977625250816345, 0.7087346315383911, 0.19407479465007782, 0.4077282249927521, -0.5810887813568115, -0.17865507304668427, -0.40222927927970886, -0.64805668592453, -0.1584549993276596, 0.3278692364692688, -0.04853121563792229, -0.6756247878074646, -0.3916051685810089, 0.0328359492123127, -0.028561605140566826, 0.5002631545066833, -0.26546719670295715, 0.06620332598686218, -0.03681453689932823, 0.32316601276397705, -0.03815043717622757, -0.11508623510599136, -0.010214211419224739, 0.29769226908683777, 0.14024445414543152, -0.04042331501841545, 0.01596718095242977, 0.00949061568826437, 0.0949491336941719, -0.1859225481748581, 0.15986983478069305, -0.22719806432724, -0.4315600097179413, -0.43821921944618225, 0.20490622520446777, -0.4346430003643036, -0.620143473148346, 0.20072920620441437, 0.1671532839536667, -0.20742805302143097, -0.022166792303323746, -0.13138268887996674, -0.17399653792381287, -0.3768235743045807, -0.12647143006324768, -0.3535920977592468, 0.3295484781265259, 0.54881751537323, -0.24714133143424988, 0.00556554738432169, 0.157224640250206, 0.08401288837194443, -0.2929365336894989, -0.1267511248588562, 0.22461748123168945, -0.13184009492397308, 0.11141009628772736, 0.1440959870815277, -0.20522435009479523, -0.029855335131287575, -0.2677023410797119, 0.3081253170967102, 0.1301499456167221, 0.09251998364925385, -0.2752322554588318, -0.2747339904308319, 0.16212989389896393, -0.23377005755901337, -0.4364332854747772, 0.02683366648852825, -0.2852266728878021, -0.36421558260917664, 0.4071483910083771, -0.2257552444934845, 0.0032004727981984615, 0.12227869778871536, -0.3677893877029419, -0.3260153830051422, -0.3373623788356781, -0.1060033068060875, -0.07610034197568893, -0.1810266375541687, 0.09413974732160568, -0.19757553935050964, 0.2328595668077469, 0.5566986203193665, 0.10412145406007767, -0.6254242658615112, -0.07575885951519012, 0.3335186839103699]"
48,"[-0.06370723992586136, 0.1879831850528717, 0.4939495623111725, 0.5451486110687256, 0.3784486651420593, 0.0826420783996582, -0.212911918759346, -0.06239350885152817, -0.23447301983833313, 0.00441886018961668, -0.3834267854690552, 0.6765444278717041, 0.31414857506752014, 0.09034609794616699, 0.04534677416086197, -0.4445878267288208, -0.2109154611825943, -0.8702486753463745, 0.20734712481498718, 0.30286893248558044, 0.44812366366386414, -0.26366063952445984, -0.03915335237979889, -0.1150156706571579, -0.030790600925683975, 0.17309105396270752, -0.5323605537414551, -0.008512693457305431, 0.014180407859385014, -0.1764446645975113, 0.10436902195215225, -0.21811647713184357, 0.04697413370013237, 0.42295578122138977, -0.013151279650628567, -0.2277500331401825, 0.008447950705885887, -0.059041593223810196, -0.275200217962265, 0.01790950819849968, -0.18026120960712433, -0.28789955377578735, -0.3149908483028412, -0.2994745969772339, 0.26714032888412476, -0.351611465215683, -0.5078219771385193, 0.06021004542708397, -0.10684212297201157, 0.18970955908298492, 0.09496474266052246, -0.1468621790409088, -0.4873146116733551, -0.2309037148952484, -0.4557623863220215, -0.02968958392739296, 0.09418807178735733, 0.3840178847312927, -0.11752495169639587, -0.004213223699480295, -0.253751277923584, -0.1481664627790451, 0.17346088588237762, 0.19262269139289856, 0.30683329701423645, -0.12276478111743927, 0.29780009388923645, 0.37546348571777344, -0.4826304018497467, -0.1177309900522232, -0.07149237394332886, 0.5059016346931458, -0.033568125218153, -0.05619368702173233, -0.1897808164358139, -0.12831565737724304, 0.03704113885760307, -0.12022151798009872, -0.0892595499753952, 0.09562438726425171, -0.21380220353603363, -0.2265894114971161, 0.310303658246994, 0.1754126101732254, 0.01080265548080206, 0.15242168307304382, -0.4180128872394562, -0.3186607360839844, 0.08187701553106308, 0.01707138679921627, 0.015152118168771267, 0.16842970252037048, 0.13865667581558228, -0.5632413029670715, -0.0880589634180069, 0.320108026266098, 0.022225260734558105, -0.5271817445755005, 0.23436808586120605, 0.14311715960502625]"
58,"[0.5173304080963135, 0.12592971324920654, -0.26481708884239197, 0.5907129645347595, 0.1626354157924652, 0.26802241802215576, -0.21175648272037506, -0.24195802211761475, 0.3146488070487976, -0.20318250358104706, -0.6517284512519836, 0.5186946988105774, 0.3388975262641907, 0.45534205436706543, -0.38179779052734375, 0.3290385901927948, -0.25009089708328247, -0.4832461476325989, 0.09377752244472504, 0.3079286217689514, -0.10899945348501205, -0.2315082997083664, 0.22805526852607727, 0.0527459979057312, 0.29164859652519226, 0.12652228772640228, 0.2137848287820816, 0.22171533107757568, 0.15522658824920654, 0.07952430844306946, -0.026178041473031044, 0.31419551372528076, 0.07758829742670059, 0.18225215375423431, -0.060600291937589645, 0.09628912061452866, 0.02632814645767212, 0.364025741815567, -0.19618985056877136, -0.10135643929243088, -0.09322601556777954, -0.04044228419661522, -0.3128606379032135, -0.20805557072162628, -0.07100240886211395, -0.5469371676445007, 0.1477387696504593, -0.08268123865127563, 0.22915951907634735, -0.11989431083202362, 0.15799617767333984, -0.4115332067012787, -0.19077932834625244, -0.035700418055057526, -0.024095434695482254, 0.22901701927185059, -0.05932175740599632, 0.17698925733566284, -0.24112212657928467, 0.3981434106826782, 0.2908129096031189, 0.5279671549797058, -0.028351077809929848, 0.011904658749699593, 0.26092493534088135, -0.6554638147354126, -0.030638093128800392, 0.24823537468910217, -0.36946138739585876, 0.011028025299310684, -0.46585461497306824, 0.17609794437885284, 0.4149783253669739, 0.013583198189735413, 0.12652118504047394, -0.4061111509799957, 0.36680370569229126, 0.022396517917513847, -0.28271061182022095, 0.021555114537477493, -0.19327154755592346, -0.2414686679840088, 0.43916019797325134, -0.07479386031627655, -0.12059862166643143, 0.19652050733566284, -0.006466566119343042, -0.33111459016799927, -0.13201068341732025, 0.12581060826778412, 0.16649338603019714, 0.1891789585351944, 0.39032745361328125, -0.15893436968326569, -0.7139185667037964, 0.5334523320198059, 0.6110004782676697, -0.5063709020614624, -0.03963397815823555, 0.11720706522464752]"
